chr,geneStart,geneEnd,geneSymbol,citations,strand,transcriptName,geneId,geneType,geneName
chr12,49458458,49463808,RHEBL1,14,-,union_121268,121268,protein-coding,RHEB like 1
chr12,48876285,48890297,C12orf54,2,+,union_121273,121273,protein-coding,chromosome 12 open reading frame 54
chr12,48733792,48745029,ZNF641,8,-,union_121274,121274,protein-coding,zinc finger protein 641
chr12,48596121,48597075,OR10AD1,3,-,union_121275,121275,protein-coding,olfactory receptor family 10 subfamily AD member 1
chr12,72332625,72426221,TPH2,248,+,union_121278,121278,protein-coding,tryptophan hydroxylase 2
chr17,57697049,57774317,CLTC,259,+,union_1213,1213,protein-coding,clathrin heavy chain
chr12,53720359,53738577,SP7,59,-,union_121340,121340,protein-coding,Sp7 transcription factor
chr12,54849735,54867386,GTSF1,7,-,union_121355,121355,protein-coding,gametocyte specific factor 1
chr12,55614808,55615759,OR10A7,3,+,union_121364,121364,protein-coding,olfactory receptor family 10 subfamily A member 7
chr12,52959602,52967609,KRT74,12,-,union_121391,121391,protein-coding,keratin 74
chr12,97301000,97347469,NEDD1,41,+,union_121441,121441,protein-coding,"neural precursor cell expressed, developmentally down-regulated 1"
chr12,98847618,98850923,SLC9A7P1,1,-,union_121456,121456,pseudo,solute carrier family 9 member 7 pseudogene 1
chr12,99007181,99038829,IKBIP,21,-,union_121457,121457,protein-coding,IKBKB interacting protein
chr14,24974560,24977471,CMA1,113,-,union_1215,1215,protein-coding,chymase 1
chr12,14923653,14924065,HIST4H4,205,-,union_121504,121504,protein-coding,histone cluster 4 H4
chr12,15066960,15091483,ERP27,13,-,union_121506,121506,protein-coding,endoplasmic reticulum protein 27
chr12,32638905,32798984,FGD4,29,+,union_121512,121512,protein-coding,"FYVE, RhoGEF and PH domain containing 4"
chr12,19592607,19675173,AEBP2,26,+,union_121536,121536,protein-coding,AE binding protein 2
chr12,108168161,108170421,ASCL4,9,+,union_121549,121549,protein-coding,achaete-scute family bHLH transcription factor 4
chr12,107712196,108053419,BTBD11,9,+,union_121551,121551,protein-coding,BTB domain containing 11
chr12,101869198,101880775,SPIC,6,+,union_121599,121599,protein-coding,Spi-C transcription factor
chr12,101188373,101522419,ANO4,10,+,union_121601,121601,protein-coding,anoctamin 4
chr12,109525992,109531293,ALKBH2,34,-,union_121642,121642,protein-coding,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
chr12,109715782,109747025,FOXN4,9,-,union_121643,121643,protein-coding,forkhead box N4
chr12,121200312,121342155,SPPL3,21,-,union_121665,121665,protein-coding,signal peptide peptidase like 3
chr13,111968531,111996594,TEX29,8,+,union_121793,121793,protein-coding,testis expressed 29
chr13,44596470,44604599,LINC00284,1,+,union_121838,121838,ncRNA,long intergenic non-protein coding RNA 284
chr13,103532448,103548383,METTL21EP,2,+,union_121952,121952,pseudo,"methyltransferase like 21E, pseudogene"
chr13,37677396,37679801,CSNK1A1L,13,-,union_122011,122011,protein-coding,casein kinase 1 alpha 1 like
chr13,32313678,32377009,RXFP2,39,+,union_122042,122042,protein-coding,relaxin/insulin like family peptide receptor 2
chr13,31506833,31549639,TEX26,4,+,union_122046,122046,protein-coding,testis expressed 26
chr13,78271988,78338377,SLAIN1,6,+,union_122060,122060,protein-coding,SLAIN motif family member 1
chr13,57715051,57718073,PRR20A,6,+,union_122183,122183,protein-coding,proline rich 20A
chr13,57721621,57724643,PRR20A,6,+,union_122183,122183,protein-coding,proline rich 20A
chr13,57728194,57731216,PRR20A,6,+,union_122183,122183,protein-coding,proline rich 20A
chr13,57734765,57737787,PRR20A,6,+,union_122183,122183,protein-coding,proline rich 20A
chr13,57741330,57744352,PRR20A,6,+,union_122183,122183,protein-coding,proline rich 20A
chr13,113030650,113089009,SPACA7,7,+,union_122258,122258,protein-coding,sperm acrosome associated 7
chr14,104394816,104519004,TDRD9,10,+,union_122402,122402,protein-coding,tudor domain containing 9
chr14,102969985,102976143,ANKRD9,7,-,union_122416,122416,protein-coding,ankyrin repeat domain 9
chr14,96858424,96955764,AK7,12,+,union_122481,122481,protein-coding,adenylate kinase 7
chr14,94547638,94569060,IFI27L1,8,+,union_122509,122509,protein-coding,interferon alpha inducible protein 27 like 1
chr14,45366506,45376460,C14orf28,5,+,union_122525,122525,protein-coding,chromosome 14 open reading frame 28
chr14,39617014,39639634,TRAPPC6B,12,-,union_122553,122553,protein-coding,trafficking protein particle complex 6B
chr14,105452615,105461855,CLBA1,8,+,union_122616,122616,protein-coding,clathrin binding box of aftiphilin containing 1
chr14,105391152,105399573,PLD4,8,+,union_122618,122618,protein-coding,phospholipase D family member 4
chr14,105190533,105213662,ADSSL1,11,+,union_122622,122622,protein-coding,adenylosuccinate synthase like 1
chr14,21051051,21058417,RNASE11,7,-,union_122651,122651,protein-coding,ribonuclease A family member 11 (inactive)
chr14,21498344,21500332,TPPP2,6,+,union_122664,122664,protein-coding,tubulin polymerization promoting protein family member 2
chr14,21525980,21526614,RNASE8,5,+,union_122665,122665,protein-coding,ribonuclease A family member 8
chr14,23299091,23304246,MRPL52,18,+,union_122704,122704,protein-coding,mitochondrial ribosomal protein L52
chr14,23511375,23513269,PSMB11,9,+,union_122706,122706,protein-coding,proteasome subunit beta 11
chr14,20482419,20483352,OR4K14,2,-,union_122740,122740,protein-coding,olfactory receptor family 4 subfamily K member 14
chr14,20528203,20529142,OR4L1,1,+,union_122742,122742,protein-coding,olfactory receptor family 4 subfamily L member 1
chr14,20691868,20692861,OR11H6,1,+,union_122748,122748,protein-coding,olfactory receptor family 11 subfamily H member 6
chr14,50065414,50081390,LRR1,15,+,union_122769,122769,protein-coding,leucine rich repeat protein 1
chr14,50159822,50219870,KLHDC1,8,+,union_122773,122773,protein-coding,kelch domain containing 1
chr14,51955838,52197444,FRMD6,26,+,union_122786,122786,protein-coding,FERM domain containing 6
chr14,55493843,55516206,SOCS4,24,+,union_122809,122809,protein-coding,suppressor of cytokine signaling 4
chr14,57857270,57879466,NAA30,10,+,union_122830,122830,protein-coding,"N(alpha)-acetyltransferase 30, NatC catalytic subunit"
chr14,63779548,63785593,GPHB5,10,-,union_122876,122876,protein-coding,glycoprotein hormone beta 5
chr14,77860364,77889399,NOXRED1,8,-,union_122945,122945,protein-coding,NADP dependent oxidoreductase domain containing 1
chr14,75894508,75939404,JDP2,31,+,union_122953,122953,protein-coding,Jun dimerization protein 2
chr14,74960422,74962271,ISCA2,12,+,union_122961,122961,protein-coding,iron-sulfur cluster assembly 2
chr14,74058409,74062470,ACOT4,12,+,union_122970,122970,protein-coding,acyl-CoA thioesterase 4
chr9,19115758,19127604,PLIN2,78,-,union_123,123,protein-coding,perilipin 2
chr3,46243199,46249832,CCR1,131,-,union_1230,1230,protein-coding,C-C motif chemokine receptor 1
chr14,89290496,89344340,TTC8,27,+,union_123016,123016,protein-coding,tetratricopeptide repeat domain 8
chr14,92246095,92333880,TC2N,15,-,union_123036,123036,protein-coding,"tandem C2 domains, nuclear"
chr14,92788924,92967825,SLC24A4,21,+,union_123041,123041,protein-coding,solute carrier family 24 member 4
chr14,100757447,100772884,SLC25A29,8,-,union_123096,123096,protein-coding,solute carrier family 25 member 29
chr14,100612752,100626012,DEGS2,7,-,union_123099,123099,protein-coding,"delta 4-desaturase, sphingolipid 2"
chr14,20896969,20903801,KLHL33,4,-,union_123103,123103,protein-coding,kelch like family member 33
chr15,52230221,52263998,LEO1,45,-,union_123169,123169,protein-coding,"LEO1 homolog, Paf1/RNA polymerase II complex component"
chr3,46283871,46308197,CCR3,181,+,union_1232,1232,protein-coding,C-C motif chemokine receptor 3
chr15,83657714,83680393,C15orf40,9,-,union_123207,123207,protein-coding,chromosome 15 open reading frame 40
chr15,72406598,72433311,SENP8,31,+,union_123228,123228,protein-coding,"SUMO/sentrin peptidase family member, NEDD8 specific"
chr15,65293849,65321977,MTFMT,15,-,union_123263,123263,protein-coding,mitochondrial methionyl-tRNA formyltransferase
chr15,65337707,65345734,SLC51B,18,+,union_123264,123264,protein-coding,solute carrier family 51 beta subunit
chr15,102193954,102264645,TARSL2,10,-,union_123283,123283,protein-coding,threonyl-tRNA synthetase like 2
chr3,32993065,32996403,CCR4,82,+,union_1233,1233,protein-coding,C-C motif chemokine receptor 4
chr15,72968122,72978490,HIGD2B,1,-,union_123346,123346,protein-coding,HIG1 hypoxia inducible domain family member 2B
chr15,99791566,99930937,LRRC28,9,+,union_123355,123355,protein-coding,leucine rich repeat containing 28
chr3,46411632,46417697,CCR5,1453,+,union_1234,1234,protein-coding,C-C motif chemokine receptor 5 (gene/pseudogene)
chr6,167525294,167552629,CCR6,164,+,union_1235,1235,protein-coding,C-C motif chemokine receptor 6
chr15,76352298,76497304,TMEM266,10,+,union_123591,123591,protein-coding,transmembrane protein 266
chr17,38710021,38721736,CCR7,255,-,union_1236,1236,protein-coding,C-C motif chemokine receptor 7
chr15,23043278,23086843,NIPA1,28,-,union_123606,123606,protein-coding,non imprinted in Prader-Willi/Angelman syndrome 1
chr15,86623038,87572283,AGBL1,17,+,union_123624,123624,protein-coding,ATP/GTP binding protein like 1
chr15,78799905,78829715,HYKK,24,+,union_123688,123688,protein-coding,hydroxylysine kinase
chr3,39371196,39375171,CCR8,56,+,union_1237,1237,protein-coding,C-C motif chemokine receptor 8
chr15,83478379,83503613,WHAMM,10,+,union_123720,123720,protein-coding,"WAS protein homolog associated with actin, golgi membranes and microtubules"
chr15,83424116,83474822,FSD2,7,-,union_123722,123722,protein-coding,fibronectin type III and SPRY domain containing 2
chr15,42273779,42342901,PLA2G4E,9,-,union_123745,123745,protein-coding,phospholipase A2 group IVE
chr16,81087101,81110872,C16orf46,7,-,union_123775,123775,protein-coding,chromosome 16 open reading frame 46
chr3,42850963,42908775,ACKR2,55,+,union_1238,1238,protein-coding,atypical chemokine receptor 2
chr16,15131709,15149936,NTAN1,16,-,union_123803,123803,protein-coding,N-terminal asparagine amidase
chr16,15959575,15982506,FOPNL,15,-,union_123811,123811,protein-coding,FGFR1OP N-terminal like
chr16,84178864,84211526,DNAAF1,11,+,union_123872,123872,protein-coding,dynein axonemal assembly factor 1
chr16,20462782,20498991,ACSM2A,12,+,union_123876,123876,protein-coding,acyl-CoA synthetase medium chain family member 2A
chr16,20866246,20911680,DCUN1D3,12,-,union_123879,123879,protein-coding,defective in cullin neddylation 1 domain containing 3
chr16,67918780,67922756,NRN1L,5,+,union_123904,123904,protein-coding,neuritin 1 like
chr16,66637934,66647795,CMTM3,23,+,union_123920,123920,protein-coding,CKLF like MARVEL transmembrane domain containing 3
chr16,49407718,49433342,C16orf78,6,+,union_123970,123970,protein-coding,chromosome 16 open reading frame 78
chr4,100197522,100212185,ADH1A,47,-,union_124,124,protein-coding,"alcohol dehydrogenase 1A (class I), alpha polypeptide"
chr12,108681820,108733094,CMKLR1,55,-,union_1240,1240,protein-coding,chemerin chemokine-like receptor 1
chr16,89762764,89768121,SPATA2L,8,-,union_124044,124044,protein-coding,spermatogenesis associated 2 like
chr16,89724151,89736866,SPATA33,7,+,union_124045,124045,protein-coding,spermatogenesis associated 33
chr16,2028917,2031550,NOXO1,29,-,union_124056,124056,protein-coding,NADPH oxidase organizer 1
chr16,772581,776473,CCDC78,7,-,union_124093,124093,protein-coding,coiled-coil domain containing 78
chr14,24780704,24787242,LTB4R,68,+,union_1241,1241,protein-coding,leukotriene B4 receptor
chr16,46503248,46603009,ANKRD26P1,5,-,union_124149,124149,pseudo,ankyrin repeat domain 26 pseudogene 1
chr16,19727777,19869789,IQCK,12,+,union_124152,124152,protein-coding,IQ motif containing K
chr16,2880172,2882285,ZG16B,40,+,union_124220,124220,protein-coding,zymogen granule protein 16B
chr16,2889573,2892752,PRSS30P,4,-,union_124221,124221,pseudo,"protease, serine, 30 pseudogene"
chr16,3019245,3023490,PAQR4,8,+,union_124222,124222,protein-coding,progestin and adipoQ receptor family member 4
chr16,88636788,88698372,ZC3H18,32,+,union_124245,124245,protein-coding,zinc finger CCCH-type containing 18
chr16,20042806,20085100,GPR139,13,-,union_124274,124274,protein-coding,G protein-coupled receptor 139
chr16,80631795,80838175,CDYL2,16,-,union_124359,124359,protein-coding,chromodomain Y like 2
chr10,101542354,101611949,ABCC2,286,+,union_1244,1244,protein-coding,ATP binding cassette subfamily C member 2
chr16,4746510,4784378,ANKS3,12,-,union_124401,124401,protein-coding,ankyrin repeat and sterile alpha motif domain containing 3
chr16,4658883,4664927,UBALD1,6,-,union_124402,124402,protein-coding,UBA like domain containing 1
chr16,4827614,4838522,Sep-12,21,-,union_124404,124404,protein-coding,septin 12
chr16,31724549,31772886,ZNF720,6,+,union_124411,124411,protein-coding,zinc finger protein 720
chr16,29973350,29984373,TMEM219,5,+,union_124446,124446,protein-coding,transmembrane protein 219
chr16,23533333,23568696,EARS2,16,-,union_124454,124454,protein-coding,"glutamyl-tRNA synthetase 2, mitochondrial"
chr16,50700210,50715264,SNX20,13,-,union_124460,124460,protein-coding,sorting nexin 20
chr16,75477141,75498635,TMEM170A,7,-,union_124491,124491,protein-coding,transmembrane protein 170A
chr17,74722911,74729963,METTL23,7,+,union_124512,124512,protein-coding,methyltransferase like 23
chr17,56497527,56565762,HSF5,3,-,union_124535,124535,protein-coding,heat shock transcription factor 5
chr17,56247016,56247940,OR4D2,3,+,union_124538,124538,protein-coding,olfactory receptor family 4 subfamily D member 2
chr17,55333211,55762050,MSI2,60,+,union_124540,124540,protein-coding,musashi RNA binding protein 2
chr17,79218610,79269139,SLC38A10,8,-,union_124565,124565,protein-coding,solute carrier family 38 member 10
chr17,76987797,77005899,CANT1,33,-,union_124583,124583,protein-coding,calcium activated nucleotidase 1
chr17,72912175,72919358,USH1G,28,-,union_124590,124590,protein-coding,USH1 protein network component sans
chr17,72517312,72527613,CD300LB,14,-,union_124599,124599,protein-coding,CD300 molecule like family member b
chr17,72322350,72351959,KIF19,7,+,union_124602,124602,protein-coding,kinesin family member 19
chr17,38024454,38034149,ZPBP2,20,+,union_124626,124626,protein-coding,zona pellucida binding protein 2
chr17,7761044,7765601,CYB5D1,4,+,union_124637,124637,protein-coding,cytochrome b5 domain containing 1
chr17,1945276,1946725,OVCA2,11,+,union_124641,124641,protein-coding,"OVCA2, serine hydrolase domain containing"
chr17,9548853,9633003,USP43,9,+,union_124739,124739,protein-coding,ubiquitin specific peptidase 43
chr17,8271970,8280029,KRBA2,5,-,union_124751,124751,protein-coding,KRAB-A domain containing 2
chr17,58499864,58508787,C17orf64,3,+,union_124773,124773,protein-coding,chromosome 17 open reading frame 64
chr17,43331759,43339479,SPATA32,6,-,union_124783,124783,protein-coding,spermatogenesis associated 32
chr17,43237540,43247407,HEXIM2,30,+,union_124790,124790,protein-coding,hexamethylene bisacetamide inducible 2
chr17,42112002,42144987,LSM12,27,-,union_124801,124801,protein-coding,LSM12 homolog
chr17,42754804,42767165,CCDC43,11,-,union_124808,124808,protein-coding,coiled-coil domain containing 43
chr17,40950853,40963605,CNTD1,5,+,union_124817,124817,protein-coding,cyclin N-terminal domain containing 1
chr17,32907767,32966337,TMEM132E,8,+,union_124842,124842,protein-coding,transmembrane protein 132E
chr17,48912010,48919714,WFIKKN2,13,+,union_124857,124857,protein-coding,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
chr17,47325604,47336027,FLJ40194,2,+,union_124871,124871,ncRNA,-
chr17,47209821,47247351,B4GALNT2,14,+,union_124872,124872,protein-coding,"beta-1,4-N-acetyl-galactosaminyltransferase 2"
chr17,31318881,31324895,SPACA3,16,+,union_124912,124912,protein-coding,sperm acrosome associated 3
chr17,26934981,26941211,SGK494,5,-,union_124923,124923,protein-coding,-
chr17,27281946,27333458,SEZ6,9,-,union_124925,124925,protein-coding,seizure related 6 homolog
chr17,27920526,27941779,ANKRD13B,13,+,union_124930,124930,protein-coding,ankyrin repeat domain 13B
chr17,1472547,1532180,SLC43A2,13,-,union_124935,124935,protein-coding,solute carrier family 43 member 2
chr17,4046461,4060995,CYB5D2,8,+,union_124936,124936,protein-coding,cytochrome b5 domain containing 2
chr17,6918055,6920843,C17orf49,21,+,union_124944,124944,protein-coding,chromosome 17 open reading frame 49
